date,id,label,alpha,text
2014-01-07,117,1,a, Sales at Apple's App Store topped $10 billion in 2013. Nearly 3 billion apps downloaded in December.  $AAPL
2014-01-07,118,1,a,“@JaKe_ChuPick: Out half $AAPL 540 puts for 27.27%” same
2014-01-07,119,1,a,$GOOG will be a $2000 stock by year-end '15. Can't wait for the first $2k price target. $AAPL will be a $1000 stock...never.
2014-01-07,120,1,a,"

Facebook
MasterCard
Netflix
AutoZone

&gt;  $AAPL"
2014-01-07,121,1,a,Who the fuck is selling $AAPL?
2014-01-07,122,1,a,“@EXPstocktrader: New post:  $AAPL $ARIA $NQ $SSH $RMTI $WLT”/ Good read!
2014-01-07,123,1,a,$AAPL - Insights From A Smart House Innovator -&gt;  #stock #stocks #stockaction
2014-01-08,124,0,a,$AAPL #App #Store #sales &gt; $10 #billion  #digital #iphone #ipad #mac #revenue #profit #growth #tech #LoB #iTunes #usa
2014-01-08,125,0,a,"New Deal, New Stores: Apple’s Plan for #China  via @wallstCS $AAPL"
2014-01-08,126,0,a,$AAPL over 546.86... I go long if happens today
2014-01-08,127,0,a,$AAPL Apple’s iPhone Gets Cheaper in China 
2014-01-08,128,0,a,"Great stuff guys. “@RedDogT3Live: ""@T3Live:  Morning Call Express $GOOG $AAPL $TWTR $FB $BAC $C $TSLA @BrittanyUmar""”"
2014-01-08,129,0,a,"$AAPL - [video] Typo, the iPhone cover with a keyboard -&gt;  #stock #stocks #stockaction"
2014-01-08,130,0,a,Trading Off the Value of Apple’s Music Monopoly  | $AAPL #iTunes #iPod
2014-01-08,131,0,a," Oh, the irony! Hilariously superb! $AAPL "
2014-01-08,132,0,a," Apple says customers spent $10,000,000,000 on apps in 2013   • $AAPL"
2014-01-08,133,0,a," Apple says customers spent $10,000,000,000 on apps in 2013   • $AAPL"
2014-01-08,134,0,a,"Big day for $AAPL, testing 50-day EMA and channel support. "
2014-01-09,135,0,a,"$AAPL please help me understand the math.Billions in holiday sales, china mobile, itv, iwatch, iPad pro, ihome, iPhone air.  And it's a sell"
2014-01-09,136,0,a,BlackBerry's Funeral May Have To Wait. It Seems To Have Returned From The Dead $BBRY  $AAPL 
2014-01-09,137,0,a, $GOOG nearly a $400b company. Yet no one is concerned by it's size like $AAPL. It can supposedly keep growing at these rate…
2014-01-09,138,0,a,Very pleased that I'm still holding my $BIDU runners.  Long $AMZN $AAPL Short $CME
2014-01-09,139,0,a,$AAPL adding here. If you trimmed in the 570s you have been waiting  for this pullback.
2014-01-09,140,0,a,$AAPL may be worth a L but just for a bounce here.
2014-01-09,141,0,a,"Apple Inc ($AAPL) Moderately down, lost over 3%. Early Buzzers Apple Inc LinkedIn Corp Micron Technology TASE:  "
2014-01-09,142,0,a,$AAPL - Predicting Pandoras Earnings -&gt;  #stock #stocks #stockaction
2014-01-09,143,0,a,"$AAPL - MARKET SNAPSHOT: S&amp;P 500 Ekes Out Gains, But Dow, Nasdaq Drop "
2014-01-10,144,1,a,"$AAPL Chart of the Day: Tracking iPhone, iPod sales -  "
2014-01-10,145,1,a,$AAPL - [$$] Appeals Court Backs Apple in Patent Case -&gt;  #stock #stocks #stockaction
2014-01-10,146,1,a,7 years seems like 7 months. $AAPL
2014-01-10,147,1,a,$AAPL This is the most painful stock to play in the options mkt HANDS DOWN
2014-01-10,148,1,a,$AAPL right on schedule; less than a $1 from giving back all of the pre-mtk upside
2014-01-10,149,1,a,"$AAPL Apple Inc. : Is marketplace ahead of your strategy?: 
Apple Inc. : Is marketplace ahead of your strategy... "
2014-01-10,150,1,a,$AAPL now testing the $532 breakout level from the base that it built back in Oct/Nov. This breakout sparked by CM deal rumors.
2014-01-10,151,1,a,$AAPL Apple Inc. (AAPL): Apple's A8  What It Will Be And Why It Matters 
2014-01-10,152,1,a,"$AAPL urges vote against Icahn proposal, Human Rights Board committee, proxy access  #corpgov #ESG see my comments"
2014-01-10,153,1,a,$AAPL Apple Must Fix These Issues to Reach New Highs - DailyFinance 
2014-01-10,154,1,a,@petenajarian @PetesAssistant @CNBCFastMoney $AAPL trading at same multiple as $MSFT - this is purely stupid!
2014-01-10,155,1,a,Pfizer hopes an iPad game can detect Alzheimer’s:  • $PFE $AAPL
2014-01-10,156,1,a, Stock #Market Recap 01/09/14  $AAPL $CMG $FB $iWM $NFLX $QQQ $SPY $TSLA
2014-01-10,157,1,a," Bigger iPhones, carrier subsidies, U.S. Mac sales  $AAPL"
2014-01-10,158,1,a,Appeals Court: Apple’s iPhone Does Not Infringe on Motorola’s Patent  | $AAPL $GOOG
2014-01-10,159,1,a,"woh doctor! @YahooFinance: #Apple reports $1 billion #app sales in December, $10 billion for 2013  $AAPL"
2014-01-10,160,1,a, Shoppers rush into Apple's $AAPL Hong Kong store drawn by its second-annual Asian Red Friday sale. 
2014-01-10,161,1,a,CNNMONEY:Shoppers rush into Apple's $AAPL Hong Kong store drawn by its second-annual Asian Red Friday sale. 
2014-01-10,162,1,a,$AAPL Apple Inc. (AAPL): Apple's A8  What It Will Be And Why It Matters 
2014-01-10,163,1,a,$AAPL iPhone's 7th anniversary - the handset in numbers -  
2014-01-10,164,1,a,Is Apple Working on a Home-Based Media Server?  via @wallstCS $AAPL #mediaserver #patent
2014-01-10,165,1,a,"$AAPL   excellent short on my part,  mentioned earlier. I don't always mention intraday trades, to busy"
2014-01-10,166,1,a,$AAPL Samsung Galaxy S5 Spec News 2014: Will Apple Release A Larger Screen ... - Crossmap 
2014-01-10,167,1,a,Bad sales at $SHLD. $SNE streaming games. $AAPL streaming everything$AMZN selling everything. Should anyone own $BBY here? @jimcramer
2014-01-10,168,1,a,"The line outside 1 $AAPL store in Hong Kong for the ""Red Friday"" sale.  #s look good. Chart does not. Priced in? "
2014-01-13,169,1,a,Looking at my 2013 options trades. My most profitable trade was 469% $AAPL weekly call. Haven't had anything come close that % since then.
2014-01-13,170,1,a,$AAPL - [$$] Ford Steps on the Gas -&gt;  #stock #stocks #stockaction
2014-01-13,171,1,a,$AAPL [$$] Chinese Smartphone Insurgents Take Aim at Global Share 
2014-01-13,172,1,a,RT @BenedictEvans A candidate for best financial news headline of 2013  $AAPL
2014-01-13,173,1,a,$AAPL To anyone with a long enough time horizon I would recommend buying the fear on the next big dip. Stock about to start growing in Q2.
2014-01-13,174,1,a,$AAPL Apple's iBeacon Technology Brings New Possibilities for Location-Based Gaming - Mac Rumors 
2014-01-13,175,1,a,$AAPL Apple to open new store in Brisbane CBD - Courier Mail 
2014-01-13,176,1,a,$AAPL What's Behind The Swift Rise In Apple Stock? 
2014-01-13,177,1,a, $OXBT Monday Gapper?  $PHOT $FNMA $TWTR $GOOG $AAPL $FB #daytrading #pennystocks #daytradealerts #tr…
2014-01-13,178,1,a,Apple Inc. (AAPL): What's Behind The Swift Rise In Apple Stock? $AAPL 
2014-01-13,179,1,a,Disruptive innovation $AAPL $HPQ $GRMN 
2014-01-13,180,1,a,@Aapl_pain $AAPL catching a bid on a Monday. I am hugely surprised! /s
2014-01-13,181,1,a,"$AAPL $GOOG $NFLX $SHLD $FB $ISRG
$NRP :16.60 🔜🔜🔜🔻🔻⬇️ 6⃣💲
Put 16 feb"
2014-01-13,182,1,a,Google Set To Challenge Microsoft And Apple In The Connected Car Market $GOOG  $AAPL $MSFT 
2014-01-13,183,1,a,Short side $GC_F $AAPL all miners
2014-01-13,184,1,a, Google Just Hired The Guy Who Designed The iPod $AAPL $GOOG by @nichcarlson 
2014-01-13,185,1,a, rdr in $AAPL was good for 10 points -Action area was $531.11- still long some- even a decent bull flag continuation trade…
2014-01-13,186,1,a,$AAPL - Wireless Charging Is The Must-Have Feature for Apples iWatch -&gt;  #stock #stocks #stockaction
2014-01-13,187,1,a,Great question. Missed opportunity. MT @om: Why did $AAPL not try and bring @tfadell home?  Anyone got theories? #nest $GOOG
2014-01-13,188,1,a,$AAPL chart by @FibLine:  AAPL.
2014-01-13,189,1,a,$NQ_f is down 50 handles with $AAPL green.
2014-01-13,190,1,a,Will $AAPL hold 534 here?
2014-01-13,191,1,a,$AAPL $TWTR #FlightToSafety 
2014-01-13,192,1,a,$AAPL Three things the press gets wrong about Apple in China 
2014-01-13,193,1,a, Watchlist for Monday   $ELTP $TSLA $AAPL $FNMA $MUX $CTSO
2014-01-14,194,1,a,$AAPL Go long Apple if it can break the 60 minute downtrend line. That will confirm it is holding bottom of channel. 
2014-01-14,195,1,a,$AAPL Google Takes A Cue From The Apple Playbook With Nest 
2014-01-14,196,1,a," Sorry, But This Guy is a Total Idiot on Apple  $AAPL $GOOG"
2014-01-14,197,1,a,"$AAPL DIALOG SEMICON ORD (DLGNF): Apple, Cirrus Logic rally after iPhone/iPad ... - Seeking Alpha "
2014-01-14,198,1,a,$AAPL My 2 Bits On 64-Bits And Apple's Strong Q1 Outlook - @SeekingAlpha 
2014-01-14,199,1,a,"$AAPL - Gundlach on Gold: Heading at Least to $1,350, Owns Gold Miners -&gt;  #stock #stocks #stockaction"
2014-01-14,200,1,a,$AAPL Secretive Apple Squirms in Gaze of U.S. Monitor 
2014-01-14,201,1,a,$AAPL highs of the day...nice comeback from yesterday...
2014-01-14,202,1,a,$GOOG / @nest price tag equates to &lt;1% move in GOOG stock; 2x @YouTube price tag; &lt;10% of GOOG's cash on hand. $AAPL has 3x as much cash.
2014-01-14,203,1,a,"Fibonacci Technical Levels  $AMZN, $AAPL, $FB, $GOOG "
2014-01-14,204,1,a,"$AAPL 1,72% supera segunda resistencia diaria de 543."
2014-01-14,205,1,a,$AAPL Four Apple Stories From Monday You May Have Missed - Benzinga 
2014-01-14,206,1,a,#UP Сегодня я подорожала - $546.39 (+10.66; 1.99%) $AAPL #stocks #АкцииЭппл
2014-01-14,207,1,a,"$AAPL Walmart arson, iPad theft caught on tape - WOOD-TV "
2014-01-14,208,1,a,Forgive me but Gundlach calling the next 10% move in $AAPL is not very exciting.
2014-01-14,209,1,a,$AAPL Plans to reintroduce entry-level iPhone in India.
2014-01-14,210,1,a,What's Behind The Swift Rise In Apple Stock?  $AAPL
2014-01-14,211,1,a,"Just voted FOR Icahn's resolution, mostly because I think the stock is at a potential LT inflection point. $AAPL"
2014-01-14,212,1,a,$AAPL there's 546. Nice!
2014-01-14,213,1,a,$AAPL - MARKET SNAPSHOT: U.S. Stocks Rise After Retail Sales Top Forecasts 
2014-01-14,214,1,a,$AAPL - People Will Never Stop Drinking: Wisdom of Jim Beam Deal -&gt;  #stock #stocks #stockaction
2014-01-14,215,1,a,$AAPL Hide your iThings: Apple devices top charts among NYC pickpockets - VentureBeat 
2014-01-14,216,1,a,"Rumor: Apple to reintroduce 8GB iPhone 4 to curb flagging India sales $AAPL ​​​#aapl 
"
2014-01-14,217,1,a,$AAPL $SINA $MTOR $FDML $VIV $SAN $TEF $ORAN $STEM My bets for 2014. Thanks for the pull-back yesterday!
2014-01-15,218,0,a,$AAPL Expect Solid Results and Guidance from Apple (AAPL) - Jefferies; Estimates Raised  via @Street_Insider
2014-01-15,219,0,a,The $AAPL / China Mobile deal is way less important than Cramer thinks.
2014-01-15,220,0,a," ""Our 3 Top Trades for 2014"" - Last year was  $AAPL, $CIM and $TSLA, which one repeated?  #Profits https…"
2014-01-15,221,0,a," ""Our 3 Top Trades for 2014"" - Last year was  $AAPL, $CIM and $TSLA, which one repeated?  #Profits https…"
2014-01-15,222,0,a,"""@Osborne820: $AAPL uh oh... new HOD coming?"" Could be. Looks like CNBC attempt at derailing it failed miserably"
2014-01-15,223,0,a,"$AAPL stock content, charts, analysis, &amp; more  -  Free  -  "
2014-01-15,224,0,a,"Far be it from me to proclaim all-conquering iPhone success on China Mobile, let's be clear. China mkt not US. But it could surprise. $AAPL"
2014-01-15,225,0,a,Bullish stocks today $CHTP $TSLA $DRWI $AMRN $AAPL -money makers
2014-01-15,226,0,a, Así va este largo en la acción de #Apple $AAPL +210 pips por análisis técnico #Etrading @InversionOptima @AreaTrader …
2014-01-15,227,0,a, $AAPL has got it mojo back
2014-01-15,228,0,a, @Fibonacciqueen dead right on $AAPLtotal break out..
2014-01-15,229,0,a,$AAPL China Mobile Chairman: iPhone presales are in the MILLIONS 
2014-01-15,230,0,a,$AAPL - [$$] Charts: Bulls Still Rule -&gt;  #stock #stocks #stockaction
2014-01-15,231,0,a," Advantage, parents! Apple to pay $32.5 mln to settle case over kids buying stuff their parents didn't approve! $AAPL http…"
2014-01-15,232,0,a,Stock futures gaining this morning.  via @MarketWatch $BAC $AAPL
2014-01-15,233,0,a, $AAPL had record iPhone sales in Greater China in quarter ending Dec on early launch of iPhone in China …
2014-01-15,234,0,a,"There’s a cornucopia of R between 51.44-56.37, then 60, 63.40, 67.58 $AAPL"
2014-01-15,235,0,a,"$AAPL $ADBE $AKAM Video of ABC Bullish Patterns (Jan. 14, 2014) "
2014-01-15,236,0,a,"APPLE Intraday Comments -  Update on First CHL Resistance ?   $AAPL ​​​#aapl 
"
2014-01-15,237,0,a," ""Our 3 Top Trades for 2014"" - Last year was  $AAPL, $CIM and $TSLA, which one repeated?  #Profits https…"
2014-01-15,238,0,a," ""Our 3 Top Trades for 2014"" - Last year was  $AAPL, $CIM and $TSLA, which one repeated?  #Profits https…"
2014-01-15,239,0,a," Gave $AAPL notice we’ll be making a precatory proposal to call for vote to increase buyback program, although not at $150…"
2014-01-15,240,0,a, Balls to the Wall Wednesday - The Bull is Back!  $TSLA $AAPL $SPY $DIA $TM $F  
2014-01-15,241,0,a,$AAPL - TECH STOCKS: Apple Leads Tech Rally; 3-D Printer Stocks Fall 
2014-01-15,242,0,a,Apple Inc. (AAPL) To Report Strong Q1 Results And Q2 Guidance $AAPL 
2014-01-15,243,0,a, I would like to see $AAPL close over $550.00 today to be convinced
2014-01-15,244,0,a,"$AAPL - MARKET SNAPSHOT: U.S. Stocks Extend Rebound, Pushing S&amp;P 500 To Record "
2014-01-15,245,0,a,"China Mobile Is Receiving 60,000 iPhone Pre-Orders Per Day 
$AAPL ​​​#aapl   "
2014-01-15,246,0,a,$AAPL - Apple Will Pit Qualcomm Against Intel -&gt;  #stock #stocks #stockaction
2014-01-15,247,0,a,$AAPL Looking for talented traders with strategies and techniques to present.  
2014-01-15,248,0,a,"FTC fines  $AAPL after ""Soupy Sales"" like behavior. ""Send me the little green papers in mommys purse"". "
2014-01-15,249,0,a,@MelissaLeeCNBC The guy's right. $AAPL should close down and leave the country. That would help those workers!
2014-01-15,250,0,a,"$AAPL - MARKET SNAPSHOT: U.S. Stocks Rise On Strong B. Of A. Results, Data "
2014-01-15,251,0,a,LOL $AAPL FTC settlement. $32.5m - Apple makes $101 million ... PER DAY .... 8 hours worth of work
2014-01-15,252,0,a,/…
2014-01-15,253,0,a,$AAPL - Cantor Fitzgerald Shows Best Global Equity Research Ideas for 2014 -&gt;  #stock #stocks #stockaction
2014-01-15,254,0,a,$AAPL commentary in @MrTopStep Opening print $$  
2014-01-15,255,0,a," so today’s $AAPL news was not “exciting” come on come on

it’s about doing a lot of business for the, you know, money

$…"
2014-01-16,256,1,a,Daily dose of #Stata: Downloading intraday prices: NASDAQ:  $AAPL
2014-01-16,257,1,a,$AAPL Apple's objections show why e-book monitor is needed: judge 
